,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
3580,Rammstein,Logged In,Lily,F,29,Koch,256.28689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,MOSKAU,200,1542840000000.0,15.0
3581,Melody Gardot,Logged In,Lily,F,30,Koch,261.32853,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Worrisome Heart,200,1542840000000.0,15.0
3582,ENUR Feat NATASJA,Logged In,Lily,F,31,Koch,230.63465,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Calabria 2007,200,1542840000000.0,15.0
3583,AFI,Logged In,Lily,F,32,Koch,328.72444,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Affliction,200,1542840000000.0,15.0
3584,Edward Sharpe & The Magnetic Zeros,Logged In,Lily,F,33,Koch,306.31138,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Home,200,1542840000000.0,15.0
3585,Martina Topley Bird,Logged In,Lily,F,34,Koch,177.08363,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Poison,200,1542840000000.0,15.0
3586,Ben Jelen,Logged In,Lily,F,35,Koch,226.55955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Come On (Album Version),200,1542840000000.0,15.0
3587,Florence + The Machine,Logged In,Theodore,M,0,Smith,131.3171,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540310000000.0,796,Kiss With A Fist,200,1542840000000.0,52.0
3588,3 Doors Down,Logged In,Lily,F,36,Koch,237.13914,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Here Without You,200,1542840000000.0,15.0
3589,Jackson Browne,Logged In,Lily,F,37,Koch,367.35955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Sky Blue And Black (LP Version),200,1542840000000.0,15.0
3590,Dee Dee Bridgewater,Logged In,Lily,F,38,Koch,318.64118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,La Vie En Rose,200,1542850000000.0,15.0
3591,Tim O'brien,Logged In,Lily,F,39,Koch,176.14322,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Think About Last Night,200,1542850000000.0,15.0
3592,Nirvana,Logged In,Lily,F,40,Koch,215.11791,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Love Buzz,200,1542850000000.0,15.0
3593,Weezer,Logged In,Lily,F,41,Koch,479.32036,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Only In Dreams,200,1542850000000.0,15.0
3594,Nightwish,Logged In,Lily,F,42,Koch,286.1971,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,She Is My Sin,200,1542850000000.0,15.0
3595,California Swag District,Logged In,Lily,F,43,Koch,239.17669,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Teach Me How To Dougie,200,1542850000000.0,15.0
3596,Miike Snow,Logged In,Lily,F,44,Koch,385.35791,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Silvia,200,1542850000000.0,15.0
3597,Katy Perry,Logged In,Lily,F,45,Koch,179.40853,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,I Kissed A Girl,200,1542850000000.0,15.0
3598,Sikth,Logged In,Lily,F,46,Koch,250.53995,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Peep Show,200,1542850000000.0,15.0
3599,Lily Allen,Logged In,Lily,F,47,Koch,199.88853,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Not Fair,200,1542850000000.0,15.0
3600,The Presidents of the United States of America,Logged In,Lily,F,48,Koch,495.77751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Lump,200,1542850000000.0,15.0
3601,Wordsworth,Logged In,Lily,F,49,Koch,253.1522,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Right Now (Produced by Ayatollah),200,1542850000000.0,15.0
3602,Rihanna,Logged In,Lily,F,50,Koch,229.04118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Take A Bow,200,1542850000000.0,15.0
3603,Tomas Bodin,Logged In,Lily,F,51,Koch,396.53832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Back To The African Garden,200,1542850000000.0,15.0
3604,Black Eyed Peas,Logged In,Lily,F,52,Koch,326.86975,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,My Humps,200,1542850000000.0,15.0
3605,Carolina Liar,Logged In,Lily,F,53,Koch,240.45669,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Show Me What I'm Looking For (Album Version),200,1542850000000.0,15.0
3606,Kansas,Logged In,Lily,F,54,Koch,202.29179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Dust in The Wind,200,1542850000000.0,15.0
3607,Onar,Logged In,Lily,F,55,Koch,306.6771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Xehasmeni Melodia,200,1542850000000.0,15.0
3608,Live,Logged In,Lily,F,56,Koch,286.98077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Lakini's Juice,200,1542850000000.0,15.0
3609,Abstract Rude,Logged In,Lily,F,57,Koch,196.85832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Nuff Fire,200,1542850000000.0,15.0
3610,Johnny Horton,Logged In,Lily,F,58,Koch,131.81342,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Mean Mean Son Of A Gun,200,1542850000000.0,15.0
3611,The Men They Couldn't Hang,Logged In,Lily,F,59,Koch,251.14077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Ironmasters,200,1542850000000.0,15.0
3612,Rilo Kiley,Logged In,Lily,F,60,Koch,234.03057,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,The Absence Of God (Album Version),200,1542850000000.0,15.0
3613,Shwayze,Logged In,Lily,F,61,Koch,201.63873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Lost My Mind,200,1542850000000.0,15.0
3614,Bram Vermeulen,Logged In,Lily,F,62,Koch,251.42812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Mamma,200,1542850000000.0,15.0
3615,Death Cab for Cutie,Logged In,Lily,F,63,Koch,189.3873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,I Will Follow You into the Dark (Album Version),200,1542850000000.0,15.0
3616,Dwight Yoakam,Logged In,Lily,F,64,Koch,239.3073,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,You're The One,200,1542850000000.0,15.0
3617,Jadakiss / Ghostface Killah / Raekwon,Logged In,Lily,F,65,Koch,173.76608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Cartel Gathering,200,1542850000000.0,15.0
3618,Rosana,Logged In,Lily,F,66,Koch,256.31302,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Si tu no estas,200,1542850000000.0,15.0
3619,,Logged In,Kaylee,F,0,Summers,,free,"Phoenix-Mesa-Scottsdale, AZ",GET,Home,1540340000000.0,775,,200,1542850000000.0,8.0
3620,,Logged In,Kaylee,F,1,Summers,,free,"Phoenix-Mesa-Scottsdale, AZ",GET,Upgrade,1540340000000.0,775,,200,1542850000000.0,8.0
3621,,Logged In,Kaylee,F,2,Summers,,free,"Phoenix-Mesa-Scottsdale, AZ",GET,Home,1540340000000.0,775,,200,1542850000000.0,8.0
3622,The Killers,Logged In,Lily,F,67,Koch,230.39955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,The Ballad of Michael Valentine,200,1542850000000.0,15.0
3623,Alliance Ethnik,Logged In,Lily,F,68,Koch,195.94404,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,SinceritÃÂ© Et Jalousie,200,1542850000000.0,15.0
3624,Enya,Logged In,Lily,F,69,Koch,289.802,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,China Roses,200,1542850000000.0,15.0
3625,Aya RL,Logged In,Lily,F,70,Koch,225.43628,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,818,Jazz,200,1542850000000.0,15.0
3626,,Logged In,Lily,F,71,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,Logout,1541050000000.0,818,,307,1542850000000.0,15.0
3627,,Logged Out,,,72,,,paid,,GET,Home,,818,,200,1542850000000.0,
3628,,Logged Out,,,73,,,paid,,GET,About,,818,,200,1542850000000.0,
3629,Clor,Logged In,Ryan,M,0,Smith,227.68281,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,820,Love + Pain,200,1542860000000.0,26.0
3630,Alejandro Fernandez,Logged In,Ryan,M,1,Smith,262.84363,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,820,Solitario Y Solo,200,1542860000000.0,26.0
3631,Yonder Mountain String Band,Logged In,Ryan,M,2,Smith,152.18893,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,820,Midwest Gospel Radio,200,1542860000000.0,26.0
3632,K'Naan,Logged In,Ava,F,0,Robinson,220.49914,free,"New Haven-Milford, CT",PUT,NextSong,1540930000000.0,824,Wavin'  Flag,200,1542870000000.0,50.0
3633,Cradle Of Filth,Logged In,Kate,F,0,Harrell,453.09342,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Her Ghost In The Fog,200,1542880000000.0,97.0
3634,Amanda Marshall,Logged In,Kate,F,1,Harrell,274.28526,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Let It Rain,200,1542880000000.0,97.0
3635,Rammstein,Logged In,Kate,F,2,Harrell,272.40444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Sonne,200,1542880000000.0,97.0
3636,Cat Stevens,Logged In,Kate,F,3,Harrell,167.6273,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,If You Want To Sing Out_ Sing Out,200,1542880000000.0,97.0
3637,Emma Shapplin,Logged In,Kate,F,4,Harrell,267.62404,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Spente Le Stelle,200,1542890000000.0,97.0
3638,Modest Mouse,Logged In,Kate,F,5,Harrell,209.52771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Float On,200,1542890000000.0,97.0
3639,Flaco Jimenez,Logged In,Kate,F,6,Harrell,155.81995,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,En El Cielo No Hay Cerveza (In Heaven There Is No Beer),200,1542890000000.0,97.0
3640,Modest Mouse,Logged In,Kate,F,7,Harrell,209.52771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Float On,200,1542890000000.0,97.0
3641,Cedric Gervais feat. Second Sun,Logged In,Kate,F,8,Harrell,230.32118,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Pills (Radio Edit) (Radio Edit),200,1542890000000.0,97.0
3642,Sheena Easton,Logged In,Kate,F,9,Harrell,239.62077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Strut (1993 Digital Remaster),200,1542890000000.0,97.0
3643,Everything But The Girl,Logged In,Kate,F,10,Harrell,218.74893,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,My Baby Don't Love Me,200,1542890000000.0,97.0
3644,Florence + The Machine,Logged In,Kate,F,11,Harrell,219.66322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Dog Days Are Over (Radio Edit),200,1542890000000.0,97.0
3645,BoDeans,Logged In,Kate,F,12,Harrell,354.01098,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Naked (Live),200,1542890000000.0,97.0
3646,OneRepublic,Logged In,Kate,F,13,Harrell,208.14322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Apologize,200,1542890000000.0,97.0
3647,Miley Cyrus,Logged In,Kate,F,14,Harrell,194.45506,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Full Circle,200,1542890000000.0,97.0
3648,Coldplay,Logged In,Kate,F,15,Harrell,139.12771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Don't Panic,200,1542890000000.0,97.0
3649,Atreyu,Logged In,Kate,F,16,Harrell,308.37506,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,You Were The King_ Now You're Unconscious (Album Version),200,1542890000000.0,97.0
3650,Bruce Springsteen,Logged In,Kate,F,17,Harrell,270.54975,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Born To Run,200,1542890000000.0,97.0
3651,BjÃÂ¶rk,Logged In,Kate,F,18,Harrell,348.57751,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Undo,200,1542890000000.0,97.0
3652,Big Shug,Logged In,Kate,F,19,Harrell,140.56444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,It Just Don't Stop,200,1542890000000.0,97.0
3653,The Wallflowers,Logged In,Kate,F,20,Harrell,315.24526,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Be Your Own Girl,200,1542890000000.0,97.0
3654,Chris Brown,Logged In,Kate,F,21,Harrell,203.80689,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Ain't No Way (You Won't Love Me),200,1542890000000.0,97.0
3655,Charly GarcÃÂ­a,Logged In,Kate,F,22,Harrell,231.73179,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Filosofia Barata Y Zapatos De Goma,200,1542890000000.0,97.0
3656,N.W.A ft. Eazy-E,Logged In,Kate,F,23,Harrell,338.18077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Boyz-N-The-Hood,200,1542890000000.0,97.0
3657,The Mighty Mighty Bosstones,Logged In,Kate,F,24,Harrell,158.87628,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,1/2/2008,200,1542890000000.0,97.0
3658,Beastie Boys,Logged In,Kate,F,25,Harrell,211.722,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Unite (2009 Digital Remaster),200,1542890000000.0,97.0
3659,Yuksek,Logged In,Kate,F,26,Harrell,218.95791,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Take A Ride,200,1542890000000.0,97.0
3660,Fernando Ubiergo,Logged In,Kate,F,27,Harrell,218.74893,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Cuando Agosto Era 21,200,1542890000000.0,97.0
3661,Phoenix,Logged In,Kate,F,28,Harrell,192.86159,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,828,Napoleon Says,200,1542890000000.0,97.0
3662,Radney Foster,Logged In,Jayden,M,0,Fox,288.96608,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,790,Sweet And Wild,200,1542890000000.0,101.0
3663,Neneh Cherry,Logged In,Jayden,M,1,Fox,232.202,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,790,Manchild,200,1542890000000.0,101.0
3664,Hooligans,Logged In,Ayla,F,0,Johnson,189.98812,free,"Santa Rosa, CA",PUT,NextSong,1540880000000.0,785,Szex & KV,200,1542890000000.0,63.0
3665,Kid Cudi / MGMT / Ratatat,Logged In,Lily,F,0,Burns,295.67955,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,786,Pursuit Of Happiness (nightmare),200,1542900000000.0,32.0
3666,Foals,Logged In,Morris,M,0,Gilmore,316.89098,free,"Raleigh, NC",PUT,NextSong,1540970000000.0,351,Blue Blood,200,1542900000000.0,23.0
3667,'N Sync/Phil Collins,Logged In,Morris,M,1,Gilmore,143.64689,free,"Raleigh, NC",PUT,NextSong,1540970000000.0,351,Trashin' The Camp (Phil And 'N Sync Version),200,1542900000000.0,23.0
3668,Kristian Stanfill,Logged In,Jayden,M,0,Fox,287.50322,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,838,I Need You,200,1542900000000.0,101.0
3669,Enrique Iglesias,Logged In,Jayden,M,1,Fox,241.42322,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,838,Tired Of Being Sorry,200,1542900000000.0,101.0
3670,Michael Cretu,Logged In,Jayden,M,2,Fox,301.06077,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,838,The Invisible Man,200,1542900000000.0,101.0
3671,Tommy Emmanuel,Logged In,Jayden,M,3,Fox,168.14975,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,838,Windy & Warm,200,1542900000000.0,101.0
3672,,Logged In,Jayden,M,4,Fox,,free,"New Orleans-Metairie, LA",PUT,Logout,1541030000000.0,838,,307,1542900000000.0,101.0
3673,,Logged Out,,,5,,,free,,GET,Home,,838,,200,1542900000000.0,
3674,,Logged Out,,,6,,,free,,PUT,Login,,838,,307,1542900000000.0,
3675,,Logged In,Jayden,M,7,Fox,,free,"New Orleans-Metairie, LA",GET,Home,1541030000000.0,838,,200,1542900000000.0,101.0
3676,,Logged In,Jordan,F,0,Rodriguez,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1540990000000.0,523,,200,1542900000000.0,68.0
3677,Cherise,Logged In,Stefany,F,0,White,229.69424,free,"Lubbock, TX",PUT,NextSong,1540710000000.0,772,No Good 4 You,200,1542910000000.0,83.0
3678,,Logged In,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",GET,Home,1541020000000.0,835,,200,1542910000000.0,26.0
3679,Anna Waronker,Logged In,Jayden,F,0,Duffy,189.6224,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1540150000000.0,662,Nothing Personal,200,1542910000000.0,76.0
3680,King ChangÃÂ³,Logged In,Cecilia,F,0,Owens,340.74077,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541030000000.0,763,ConfesiÃÂ³n,200,1542920000000.0,6.0
3681,Gang Of Four,Logged In,Cecilia,F,1,Owens,193.14893,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541030000000.0,763,I Found That Essence Rare,200,1542920000000.0,6.0
3682,Line Renaud,Logged In,Cecilia,F,2,Owens,176.16934,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541030000000.0,763,Le Soir,200,1542920000000.0,6.0
3683,,Logged Out,,,0,,,paid,,PUT,Login,,823,,307,1542920000000.0,
3684,,Logged In,Tegan,F,1,Levine,,paid,"Portland-South Portland, ME",GET,Home,1540790000000.0,823,,200,1542920000000.0,80.0
3685,the bird and the bee,Logged In,Tegan,F,2,Levine,198.1122,paid,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,823,Last Day Of Our Love,200,1542920000000.0,80.0
3686,,Logged Out,,,0,,,paid,,GET,Home,,831,,200,1542930000000.0,
3687,,Logged Out,,,1,,,paid,,GET,Home,,831,,200,1542930000000.0,
3688,Rokia TraorÃÂ©,Logged In,Stefany,F,0,White,274.88608,free,"Lubbock, TX",PUT,NextSong,1540710000000.0,693,Zen,200,1542510000000.0,83.0
3689,,Logged In,Tucker,M,0,Garrison,,free,"Oxnard-Thousand Oaks-Ventura, CA",GET,Home,1540830000000.0,555,,200,1542510000000.0,40.0
3690,Camila,Logged In,Tucker,M,1,Garrison,230.81751,free,"Oxnard-Thousand Oaks-Ventura, CA",PUT,NextSong,1540830000000.0,555,Abrazame  (Version Acustica),200,1542510000000.0,40.0
3691,,Logged In,Ann,F,0,Banks,,free,"Salt Lake City, UT",GET,Home,1540900000000.0,573,,200,1542530000000.0,99.0
3692,Carl Thomas,Logged In,Tucker,M,0,Garrison,196.67546,free,"Oxnard-Thousand Oaks-Ventura, CA",PUT,NextSong,1540830000000.0,698,You Ain't Right (Album Version),200,1542530000000.0,40.0
3693,N.E.R.D.,Logged In,James,M,0,Martin,242.99057,free,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1540810000000.0,78,Provider (Remix Radio Edit),200,1542540000000.0,79.0
3694,,Logged Out,,,0,,,paid,,GET,Home,,589,,200,1542550000000.0,
3695,,Logged Out,,,1,,,paid,,PUT,Login,,589,,307,1542550000000.0,
3696,,Logged In,Jacqueline,F,2,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1540220000000.0,589,,200,1542550000000.0,29.0
3697,Lil Jon / The East Side Boyz / DJ Flexx,Logged In,Jacqueline,F,3,Lynch,285.30893,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Aww Skeet Skeet,200,1542550000000.0,29.0
3698,Enya,Logged In,Jacqueline,F,4,Lynch,175.85587,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,The Sun In The Stream,200,1542550000000.0,29.0
3699,Furthermore,Logged In,Jacqueline,F,5,Lynch,278.41261,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,We Need To Talk (She And I Album Version),200,1542550000000.0,29.0
3700,Kid Cudi / MGMT / Ratatat,Logged In,Jacqueline,F,6,Lynch,295.67955,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Pursuit Of Happiness (nightmare),200,1542550000000.0,29.0
3701,Crosby_ Stills & Nash,Logged In,Jacqueline,F,7,Lynch,186.90567,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Haven't We Lost Enough?  (LP Version),200,1542550000000.0,29.0
3702,Passion Pit,Logged In,Jacqueline,F,8,Lynch,174.75873,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Sleepyhead,200,1542550000000.0,29.0
3703,Keith Sweat,Logged In,Jacqueline,F,9,Lynch,295.78404,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Merry Go Round (Remastered Single Version),200,1542550000000.0,29.0
3704,,Logged In,Molly,F,0,Taylor,,free,"St. Louis, MO-IL",GET,Home,1540990000000.0,634,,200,1542550000000.0,35.0
3705,Mariza,Logged In,Molly,F,1,Taylor,166.5824,free,"St. Louis, MO-IL",PUT,NextSong,1540990000000.0,634,Rosa Branca,200,1542550000000.0,35.0
3706,In Flames,Logged In,Jacqueline,F,10,Lynch,202.84036,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Like you better dead,200,1542550000000.0,29.0
3707,Cute Is What We Aim For,Logged In,Molly,F,2,Taylor,211.33016,free,"St. Louis, MO-IL",PUT,NextSong,1540990000000.0,634,Newport Living (Album Version),200,1542550000000.0,35.0
3708,The All-American Rejects,Logged In,Jacqueline,F,11,Lynch,245.02812,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Too Far Gone,200,1542550000000.0,29.0
3709,Cam'Ron / Juelz Santana / Un Kasa,Logged In,Molly,F,3,Taylor,228.38812,free,"St. Louis, MO-IL",PUT,NextSong,1540990000000.0,634,Take Em To Church,200,1542550000000.0,35.0
3710,Sick Puppies,Logged In,Jacqueline,F,12,Lynch,227.83955,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Don't Walk Away,200,1542550000000.0,29.0
3711,Rapsusklei,Logged In,Jacqueline,F,13,Lynch,263.96689,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Nube Inerte (con Aniki),200,1542550000000.0,29.0
3712,Jonezetta,Logged In,Jacqueline,F,14,Lynch,35.63057,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Untitled,200,1542550000000.0,29.0
3713,Cut Copy,Logged In,Jacqueline,F,15,Lynch,237.50485,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,A Dream,200,1542550000000.0,29.0
3714,BeyoncÃÂ©,Logged In,Jacqueline,F,16,Lynch,261.74649,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Halo,200,1542550000000.0,29.0
3715,Easy Star All-Stars,Logged In,Jacqueline,F,17,Lynch,198.94812,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Getting Better (feat. The Mighty Diamonds),200,1542550000000.0,29.0
3716,Blue Man Group,Logged In,Jacqueline,F,18,Lynch,205.76608,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Sing Along [Featuring Dave Matthews],200,1542550000000.0,29.0
3717,Carpark North,Logged In,Jacqueline,F,19,Lynch,279.2224,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Run,200,1542550000000.0,29.0
3718,The Fleetwoods,Logged In,Jacqueline,F,20,Lynch,146.05016,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Come Softly To Me,200,1542550000000.0,29.0
3719,Radiohead,Logged In,Jacqueline,F,21,Lynch,298.13506,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Let Down,200,1542550000000.0,29.0
3720,Gorillaz,Logged In,Jacqueline,F,22,Lynch,268.45995,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Demon Days,200,1542550000000.0,29.0
3721,Reginald Dixon,Logged In,Jacqueline,F,23,Lynch,188.55138,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Eton Boating Song/Wyoming Lullaby/The Wiffenpoof Song (Baa Baa Baa) (Medley),200,1542550000000.0,29.0
3722,Gorillaz,Logged In,Jacqueline,F,24,Lynch,152.13669,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Pirate Jet,200,1542550000000.0,29.0
3723,OceanLab,Logged In,Jacqueline,F,25,Lynch,440.842,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Clear Blue Water,200,1542550000000.0,29.0
3724,Macy Gray,Logged In,Jacqueline,F,26,Lynch,236.09424,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540220000000.0,589,Oh Yeah,200,1542550000000.0,29.0
